directors,averageRating,meanofRatingNum,sumofRatingNum,primaryName,famous1_name,famous2_name,famous3_name
nm0000957,5.4,141787,16589181,Vikramaditya Motwane,Dev D,Queen,Devdas
nm0000958,6.7,23321,6879800,Anurag Kashyap,Dev D,Udaan,Gangs of Wasseypur
nm0000965,7.3,252495,76001272,Madeleine Sackler,Dangerous Acts Starring the Unstable Elements of Belarus,O.G.,The Lottery
nm0000972,5.5,5676,1129688,Sasha Friedlander,La Camioneta: The Journey of One American School Bus,Where Heaven Meets Hell,Alias Ruby Blade
nm0000975,7.7,7454,1558075,Abner Benaim,Invasión,Ruben Blades Is Not My Name,Panama Canal Stories
nm0000976,6.6,108071,12968565,Denis Villeneuve,Blade Runner 2049,Arrival,Sicario
nm0000981,5.3,159,1113,John Krasinski,Something Borrowed,It's Complicated,A Quiet Place
nm0000983,6.1,7347,389406,Ruth Beckermann,The Dreamed Ones,The Waldheim Waltz,East of War
nm0000985,6.7,86333,13295379,Ralph Fiennes,Harry Potter and the Deathly Hallows: Part 2,The Grand Budapest Hotel,Schindler's List
nm0000996,6.0,734,10285,Janusz Kaminski,War Horse,Minority Report,Schindler's List
nm0001001,6.3,617,6787,Shûsuke Kaneko,1999 - Nen no natsu yasumi,The Last Cabaret,Death Note
nm0001008,7.3,38808,23207242,Catherine Breillat,Abuse of Weakness,Anatomy of Hell,Fat Girl
nm0001016,6.1,103,727,Robert Englund,A Nightmare on Elm Street,Freddy vs. Jason,A Nightmare on Elm Street 4: The Dream Master
nm0001023,7.4,6848,1260139,Wes Craven,A Nightmare on Elm Street,Scream,New Nightmare
nm0001024,6.9,168953,25681003,Robert Shaye,Freddy vs. Jason,Frequency,New Nightmare
nm0001031,6.6,1648,1159066,Andrew Davis,The Fugitive,The Guardian,Holes
nm0001040,5.6,23108,647024,Jeroen Krabbé,The Fugitive,The Living Daylights,Left Luggage
nm0001045,6.1,14349,961442,Belle Avery,The Meg,The Living Daylights,Before the Devil Knows You're Dead
nm0001047,7.0,91287,11502246,Tommy Lee Jones,The Fugitive,The Homesman,No Country for Old Men
nm0001053,7.3,237612,100272452,Mark Cartier,Lars and the Real Girl,The Legend of Zorro,The Core
nm0001054,7.3,237612,100272452,Georgi Djulgerov,Lady Zee,Buferna zona,The Goat
nm0001060,6.7,218153,66536830,Lawrence Kasdan,The Big Chill,Wyatt Earp,Raiders of the Lost Ark
nm0001064,4.3,3944,142009,Frank Marshall,Congo,Signs,Raiders of the Lost Ark
nm0001068,6.7,138337,22272374,Craig R. Baxley,Predator,Stone Cold,Action Jackson
nm0001075,7.2,57,57,Shane Black,Predator,The Nice Guys,Kiss Kiss Bang Bang
nm0001081,7.1,146901,17922033,Kwon-taek Im,Painted Fire,Chunhyang,The Surrogate Woman
nm0001084,5.8,5766,46128,Pierluigi Ciriaci,Delta Force Commando,Delta Force Commando II: Priority Red One,Soldier of Fortune
nm0001086,5.9,5844,105207,Mani Ratnam,Roja,Bombay,Guru
nm0001090,4.7,794,387726,Antonio Isasi-Isasmendi,Scent of a Crime,Summertime Killer,They Came to Rob Las Vegas
nm0001092,2.7,1426,4278,Katsuhiro Ôtomo,Akira,Wârudo apâtomento horâ,Memories
nm0001093,6.9,57052,6675125,Dean Devlin,Independence Day: Resurgence,Stargate,Independence Day
nm0001099,5.1,1060,7421,Roland Emmerich,Independence Day: Resurgence,The Day After Tomorrow,Independence Day
nm0001102,6.4,43528,12884382,David Twohy,Pitch Black,The Arrival,The Fugitive
nm0001108,5.3,298,896,Tommy Lee Wallace,Fright Night Part 2,Halloween III: Season of the Witch,Assault on Precinct 13
nm0001112,6.5,86185,17926647,José Luis Cuerda,Butterfly,Thesis,The Others
nm0001115,6.6,870,27861,Mars Callahan,Spring Break '83,What Love Is,Kalifornia
nm0001120,7.1,12000,6468064,Jeanine Meerapfel,The German Friend,Annas Sommer,The Girlfriend
nm0001123,6.5,868,11284,Dick Maas,Prey,Flodder,Saint
nm0001124,6.9,4440,2686480,Albert Band,The Cruel Ones,Face of Fire,Honey I Blew Up the Kid
nm0001125,6.1,3514,59738,Mark Whitney,Retroactive,Andy Colby's Incredible Adventure,Hellbent
nm0001128,6.3,986,43408,Tom DeSimone,Bi-Coastal,Confessions of a Male Groupie,The Idol
nm0001129,6.4,35040,10862592,Mats Helge Olsson,The Mad Bunch,Russian Terminator,Nordexpressen
nm0001130,7.0,84181,7407951,Woody Allen,Crimes and Misdemeanors,Hannah and Her Sisters,Manhattan
nm0001135,4.1,2362,170130,Michael Winner,Hannibal Brooks,Firepower,Death Wish
nm0001139,6.3,4768,243202,Stuart Margolin,Arbitrage,Kelly's Heroes,Death Wish
nm0001149,6.8,95085,43929464,Aki Kaurismäki,Le Havre,Drifting Clouds,The Man Without a Past
nm0001152,5.8,652,5871,Daniel Alfredson,The Girl Who Kicked the Hornet's Nest,Tic Tac,Wolf
nm0001162,6.2,30595,3181968,Jean-Pierre Darroussin,Le Havre,Le pressentiment,Un air de famille
nm0001165,5.1,5986,89793,Agnès Jaoui,The Taste of Others,Look at Me,Un air de famille
nm0001168,6.6,430,2585,Dodo Abashidze,The Legend of Suram Fortress,Tsimbireli papa,Pirveli mertskhali
nm0001177,5.8,1492,11936,Nana Mchedlidze,Imeruli eskizebi,Vigatsas avtobusze agviandeba,Pirveli mertskhali
nm0001178,7.6,14404,2837673,Sergei Parajanov,The Confession,Shadows of Forgotten Ancestors,Ashik Kerib
nm0001188,6.0,92431,15990578,Kazuo Kuroki,Tomorrow,Kamiya Etsuko no seishun,The Face of Jizo
nm0001202,7.4,4240,1433297,Sergey Solovev,Wild Pigeon,Spasatel,Tender Age
nm0001206,5.7,3326,658567,Wellson Chin,Kung Fu Hustle,Street Kids Violence,Kuang feng mi ming
nm0001207,6.7,628,60974,Jeffrey Lau,Kung Fu Hustle,Metallic Attraction: Kungfu Cyborg,A Chinese Odyssey Part One: Pandora's Box
nm0001209,9.0,12,12,Stephen Chow,The Mermaid,Shaolin Soccer,CJ7
nm0001211,7.7,990,4950,Johnnie To,PTU,Election,Drug War
nm0001214,5.8,6070,916700,Wilson Yip,SPL: Kill Zone,Ip Man 3,Ip Man
nm0001215,6.5,531,4779,Chi Leung 'Jacob' Cheung,Battle of the Warriors,Cageman,Beyond the Sunset
nm0001219,6.6,59457,8383446,Andrew Fleming,The Craft,Ideal Home,Hamlet 2
nm0001224,6.3,68,272,Manuel Iborra,La dama boba,Pepe Guindo,El tiempo de la felicidad
nm0001228,6.4,1806,59613,Fernando Colomo,The Black Hand,Alegre ma non troppo,Isla Bonita
nm0001232,7.6,180267,47770889,Joaquín Oristrell,No Shame,Alegre ma non troppo,With George Bush on My Mind
nm0001233,5.0,55,165,Jacques Rivette,L'amour fou,La Belle Noiseuse,The Gang of Four
nm0001238,5.0,614,459108,René Féret,Mozart's Sister,Baptême,Il a suffi que maman s'en aille...
nm0001239,6.8,18777,8637460,Quentin Tarantino,Pulp Fiction,Reservoir Dogs,The Hateful Eight
nm0001241,6.9,39439,16249210,Jennifer Jason Leigh,Dolores Claiborne,Single White Female,The Hateful Eight
nm0001243,6.8,58622,21103931,John Pirozzi,Bad Lieutenant,Boys Don't Cry,After Hours
nm0001252,6.4,27674,636511,Susan Seidelman,She-Devil,Desperately Seeking Susan,Smithereens
nm0001273,7.4,41,123,Aditya Kolli,R.I.P.D.,The Legend of Hercules,Life of Pi
nm0001281,6.6,27902,1227698,Tom Hines,The Princess Diaries,Mother's Day,Chronic Town
nm0001282,6.5,28808,2477519,William Bindley,Judicial Consent,Mother's Day,The Eighteenth Angel
nm0001287,4.6,840,1680,Drake Doremus,Breathe In,Spooner,Like Crazy
nm0001290,6.9,2796,22368,Herbert von Karajan,Ready Player One,2001: A Space Odyssey,Priest
nm0001302,6.6,22313,1539620,James Franco,Pineapple Express,127 Hours,Spring Breakers
nm0001309,3.2,765,3825,Alan Rickman,Robin Hood: Prince of Thieves,Galaxy Quest,Harry Potter and the Deathly Hallows: Part 2
nm0001317,5.4,38482,12083385,Paul Mones,Dovid Meyer,Saints and Sinners,Double Team
nm0001321,6.4,64,704,Tim Burton,Corpse Bride,Frankenweenie,Ed Wood
nm0001325,6.6,3788,189427,Christian De Vita,Space Jam,Frankenweenie,Fantastic Mr. Fox
nm0001328,7.2,15177,12552110,Wes Anderson,Moonrise Kingdom,Isle of Dogs,Fantastic Mr. Fox
nm0001331,7.0,48102,5146960,Garth Jennings,The Hitchhiker's Guide to the Galaxy,Sing,Fantastic Mr. Fox
nm0001338,6.6,104576,12026305,Peter Dodd,Freddy Frogface,Frankenweenie,Corpse Bride
nm0001348,7.2,21318,9337418,Caroline Thompson,The Nightmare Before Christmas,Edward Scissorhands,Corpse Bride
nm0001351,7.2,58539,16859334,Chris Butler,Corpse Bride,Kubo and the Two Strings,Coraline
nm0001352,5.9,2300,73601,Henry Selick,The Nightmare Before Christmas,James and the Giant Peach,Coraline
nm0001353,6.6,29934,10746661,Ricardo Franco,Lucky Star,Berlín Blues,Pascual Duarte
nm0001355,6.4,22998,3127767,Jack Ersgard,Rancid,Living in Peril,Mandroid
nm0001360,6.2,47,188,Costa-Gavras,Missing,The Ax,Amen.
nm0001361,5.9,43374,9152107,Randal Kleiser,The Blue Lagoon,Honey I Blew Up the Kid,Flight of the Navigator
nm0001364,6.4,705,12694,Richard Franklin,The Blue Lagoon,Hotel Sorrento,Patrick
nm0001366,7.2,2697,137560,Vincent Monton,The Blue Lagoon,Point of No Return,Dead Calm
nm0001367,5.4,560,1120,Harun Farocki,Zum Vergleich,Bilder der Welt und Inschrift des Krieges,Memories
nm0001372,6.9,18339,311763,Hal Ashby,Being There,In the Heat of the Night,Harold and Maude
nm0001378,6.6,1925,21175,Eric Karson,The Octagon,Lionheart,Opposing Force
nm0001379,7.0,20588,19558698,Paul Aaron,The Octagon,Bill & Ted's Bogus Journey,Maxie
nm0001382,5.9,26504,8322425,Stephen Deutsch,Bill & Ted's Excellent Adventure,Bill & Ted's Bogus Journey,Indigo
nm0001385,7.7,1989,5967,George P. Cosmatos,Cobra,Tombstone,Massacre in Rome
nm0001392,7.9,739010,273433707,Bob Misiorowski,Point of Impact,Tombstone,Blood of the Innocent
nm0001401,6.1,57836,4453403,Waldemar Dziki,Pierwszy milion,The Young Magician,Blood of the Innocent
nm0001402,7.6,243747,28762209,Kevin Tent,About Schmidt,The Descendants,Nebraska
nm0001405,4.8,9537,200283,Karel Kachyna,The Last Butterfly,The Hope,The High Wall
nm0001408,7.1,49864,4437918,Chuck Russell,The Blob,A Nightmare on Elm Street 3: Dream Warriors,Eraser
nm0001410,6.6,33834,5447323,D. Kerry Prior,The Blob,The Abyss,Air Force One
nm0001415,7.5,26579,11747959,Wolfgang Petersen,Enemy Mine,Outbreak,Air Force One
nm0001418,4.8,1370,32887,Bill Paxton,Apollo 13,True Lies,Aliens
nm0001424,8.2,12,12,Stuart St. Paul,The Scarlet Tunic,Freight,Aliens
nm0001425,7.8,35476,7733799,Walter Hill,The Warriors,48 Hrs.,Aliens
nm0001427,7.1,16,32,Dan O'Bannon,Alien,Dark Star,Aliens
nm0001428,5.3,697,6970,Steven Quale,Into the Storm,The Abyss,Final Destination 5
nm0001429,7.2,16539,3043339,Keanu Reeves,The Matrix Reloaded,The Matrix,Point Break
nm0001437,7.5,14788,2277428,Christopher Duddy,Waterworld,The Abyss,Total Recall
nm0001452,7.3,51328,2463777,Roy Knyrim,Tremors,The Abyss,Darkman
nm0001466,8.2,260036,70469915,Sergio Bergonzelli,Eros Hotel,Tentazione,Seven in the Sun
nm0001469,6.5,74027,28796662,David Webb Peoples,Twelve Monkeys,Soldier,Unforgiven
nm0001471,6.0,3113,656870,Matt Reeves,Let Me In,Dawn of the Planet of the Apes,Cloverfield
nm0001472,5.8,1719,20628,Cole S. McKay,Star Trek VI: The Undiscovered Country,Far and Away,Cloverfield
nm0001486,7.0,58763,45071736,Christian Rivers,The Hobbit: An Unexpected Journey,The Lord of the Rings: The Two Towers,Mortal Engines
nm0001490,6.4,49392,8297934,Sam Raimi,Army of Darkness,The Evil Dead,Spider-Man
nm0001500,7.2,2083,64573,Cliff Robertson,Escape from L.A.,Spider-Man 2,Spider-Man
nm0001501,7.1,8055,2948430,Dwight H. Little,Murder at 1600,Anacondas: The Hunt for the Blood Orchid,Broken Arrow
nm0001502,6.5,18228,2533697,Frank Whaley,The Doors,Pulp Fiction,Broken Arrow
nm0001505,6.2,580,3480,Dusan Kovacevic,Murder at 1600,The Meeting Point,The Professional
nm0001507,5.7,3956,63308,Paul Koval,Dead Silent,The Psychic,Blue Movies
nm0001515,6.3,920,2760,Francisco J. Lombardi,Captain Pantoja and the Special Services,Red Ink,Under the Skin
nm0001522,6.3,334,2004,Alejandro Agresti,Valentin,Wind with the Gone,A Less Bad World
nm0001528,7.0,9635,289054,Ricardo Wullicher,La nave de los locos,Quebracho,Evita
nm0001532,6.7,232747,52368182,Luigi Comencini,Eugenio,Looking for Jesus,"Bread, Love and Dreams"
nm0001536,7.9,37,222,Jean-Claude Labrecque,À hauteur d'homme,"André Mathieu, musicien",The Coffin Affair
nm0001537,6.3,1131,84882,Pierre Tchernia,The Annuity,The American Beauty,The Down-in-the-Hole Gang
nm0001548,6.8,14520,159720,Harold Becker,Malice,Mercury Rising,Sea of Love
nm0001554,7.6,10331,692218,Michael Seresin,War for the Planet of the Apes,Mercury Rising,Dawn of the Planet of the Apes
nm0001565,6.7,131083,43126322,Andy Serkis,The Lord of the Rings: The Return of the King,Rise of the Planet of the Apes,Dawn of the Planet of the Apes
nm0001570,6.4,47666,1096318,James Fargo,Jaws,The Outlaw Josey Wales,The Enforcer
nm0001579,7.2,6,6,Joe Alves,Jaws,Jaws 3-D,Close Encounters of the Third Kind
nm0001587,6.8,30534,8519229,Michael Anderson,The Wreck of the Mary Deare,Logan's Run,Around the World in 80 Days
nm0001590,6.2,8293,182446,Frank Henenlotter,Basket Case,Frankenhooker,Bad Biology
nm0001592,7.4,35,71,Ed Hunt,Starship Invasions,Alien Warrior,Point of No Return
nm0001596,7.0,9069,2485036,Jörn Donner,Här börjar äventyret,Fanny and Alexander,En söndag i september
nm0001603,7.1,20565,7527146,Frank Beyer,The Turning Point,Spur der Steine,Jacob the Liar
nm0001606,6.1,8,8,Stanislav Govorukhin,Bless the Woman,The End of a Great Era,Weekend [Uik-end]
nm0001609,7.6,195,195,Ron Shelton,White Men Can't Jump,Tin Cup,Hollywood Homicide
nm0001614,6.5,3913,23483,Master P,I Got the Hook Up,Cellular,Hollywood Homicide
nm0001617,4.4,413,8681,Jeffrey Katzenberg,Spirit: Stallion of the Cimarron,The Road to El Dorado,Shrek
nm0001627,6.3,5426,596942,Raman Hui,Monster Hunt,Shrek 2,Shrek
nm0001628,6.9,32516,13982163,Edmon Roch,El Niño,Biutiful,Perfume: The Story of a Murderer
nm0001629,5.5,5225,20901,Sollace Mitchell,Dr. M,Row Your Boat,Call Me
nm0001631,7.2,22341,670231,Bruno Nuytten,Barocco,Camille Claudel,Jean de Florette
nm0001639,6.7,206344,31570755,Daniel Auteuil,Caché,Girl on the Bridge,Jean de Florette
nm0001640,6.5,1504,13538,Luis Estrada,Herod's Law,Un mundo maravilloso,El Narco
nm0001641,6.3,3560,121069,Giuseppe Bertolucci,Il dolce rumore della vita,Love in Progress,Segreti segreti
nm0001650,7.5,2207,13244,Manoel de Oliveira,Os Canibais,Voyage to the Beginning of the World,I'm Going Home
nm0001659,5.8,7218,144360,J.F. Lawton,Pretty Woman,Under Siege,Chain Reaction
nm0001661,6.7,102536,37323303,Cedric Sundstrom,The Revenger,King Solomon's Mines,Captive Rage
nm0001672,3.1,632,6320,Carlo Lizzani,The Violent Four,Chronicle of Poor Lovers,Celluloid
nm0001674,5.7,18703,879077,Tomás Gutiérrez Alea,Strawberry and Chocolate,Hasta cierto punto,Stories of the Revolution
nm0001675,6.0,139285,53764118,Francesco Nuti,The Pool Hustlers,OcchioPinocchio,All the Fault of Paradise
nm0001676,6.6,13745,2116778,Marco Ferreri,L'udienza,El cochecito,Tales of Ordinary Madness
nm0001681,6.5,45534,11975547,Neri Parenti,Ma tu di che segno 6?,Sogni mostruosamente proibiti,Natale da chef
nm0001682,5.7,113,2506,Sergio Martino,Torso,Hands of Steel,2019: After the Fall of New York
nm0001692,6.8,7533,1943551,Ann Turner,Celia,Irresistible,Hammers Over the Anvil
nm0001700,6.4,541,9205,John Carl Buechler,Friday the 13th Part VII: The New Blood,Curse of the Forty-Niner,Deep Freeze
nm0001703,6.5,382,17606,Franklin A. Vallette,Friday the 13th Part VII: The New Blood,No Way Out,Cobra
nm0001705,5.9,32406,745359,Stuart Gordon,Stuck,Space Truckers,Re-Animator
nm0001707,6.2,10002,2740606,Chung Sun,My Rebellious Son,Notorious Eight,The Master Strikes Back
nm0001708,6.3,97528,43692577,Keisuke Kinoshita,Twenty-Four Eyes,The Garden of Women,The Ballad of Narayama
nm0001709,5.6,6695,555738,Michele Soavi,Cemetery Man,The Brothers Grimm,The Goodbye Kiss
nm0001714,6.9,2139,19251,Claire Devers,Lost Seamen,Noir et blanc,Max & Jeremie
nm0001715,6.5,706,18378,Claire Denis,High Life,Nenette and Boni,35 Shots of Rum
nm0001716,7.0,174985,54770315,Philippe de Broca,On Guard,Cartouche,The Love Game
nm0001723,6.5,188434,31280128,Vincent Perez,On Guard,The Crow: City of Angels,Cyrano de Bergerac
nm0001729,3.9,1555,15550,Pierre Lhomme,This Sweet Sickness,Deadly Circuit,Cyrano de Bergerac
nm0001731,5.1,777,20224,Didier Kaminka,True Lies,Trop c'est trop,Les cigognes n'en font qu'à leur tête
nm0001736,4.7,3607,39678,Jonathan Frakes,Star Trek: Insurrection,Star Trek: Nemesis,Star Trek: Generations
nm0001741,7.1,315338,89240719,Robert Mulligan,The Other,To Kill a Mockingbird,The Nickel Ride
nm0001747,6.4,9172,1155699,Victor Salva,Clownhouse,Jeepers Creepers 2,Powder
nm0001752,6.8,127615,70826562,Jan Hrebejk,Divided We Fall,Up and Down,Beauty in Trouble
nm0001754,6.8,22612,1673357,Werner Herzog,Fitzcarraldo,"Aguirre, the Wrath of God",Jack Reacher
nm0001756,6.1,185571,40269074,Roger Donaldson,The World's Fastest Indian,Cocktail,No Way Out
nm0001770,6.8,28748,1523662,Anthony Hopkins,The World's Fastest Indian,Hitchcock,Hannibal
nm0001774,6.6,211613,27509762,Sacha Gervasi,Anvil: The Story of Anvil,Hitchcock,The Terminal
nm0001775,6.4,13450,780132,Daniel Petrie,A Raisin in the Sun,The Bay Boy,The Assistant
nm0001781,7.1,14,29,Denis Héroux,Quest for Fire,The Bay Boy,Les Plouffe
nm0001789,8.0,36690,7961790,Francesco Maselli,Codice privato,A Tale of Love,Time of Indifference
nm0001801,6.2,13166,895288,Ignazio Dolce,Last Platoon,The Last American Soldier,Last Flight to Hell
nm0001804,6.4,3206,134681,Dennis Hopper,Speed,Waterworld,Easy Rider
nm0001806,6.1,11469,802840,Richard Donner,Superman,Timeline,Lethal Weapon
nm0001811,6.7,1104,67371,Paul Tuerpe,Superman,The Goonies,Lethal Weapon
nm0001814,6.6,136155,35808838,Jan de Bont,Speed,Twister,The Haunting
nm0001828,5.6,9,9,Chuck Comisky,Blade,Avatar,Last Action Hero
nm0001837,7.3,151157,40056815,Bill Birrell,Johnny Mnemonic,So I Married an Axe Murderer,Last Action Hero
nm0001843,7.2,12080,3140998,Fabrizio De Angelis,The Manhunt,The Tourist,Thunder
nm0001844,6.2,2165,49811,Florian Henckel von Donnersmarck,The Lives of Others,The Tourist,Never Look Away
nm0001845,5.5,21108,886563,Flavio Mogherini,Lunatics and Lovers,Delitto passionale,La viaccia
nm0001847,6.2,170,2550,Ron Mann,Grass,Know Your Mushrooms,Comic Book Confidential
nm0001866,6.1,50,405,John Landis,The Blues Brothers,An American Werewolf in London,Twilight Zone: The Movie
nm0001873,6.8,24982,1623839,Antonio Margheriti,Cannibals in the Streets,"Yor, the Hunter from the Future",Io ti amo
nm0001874,6.8,7711,1511363,William A. Levey,"Skatetown, U.S.A.",Slumber Party '57,Wam Bam Thank You Spaceman
nm0001878,6.1,91946,24641641,Carlo Verdone,"Me, Them and Lara",The Great Beauty,Maledetto il giorno che t'ho incontrato
nm0001884,5.7,129,645,Bruno Mattei,Double Target,Shocking Dark,Sortis de route
nm0001885,7.1,62094,15772053,Michael Ritchie,The Golden Child,Cool Runnings,Fletch
nm0001888,4.8,208,416,Pierre Granier-Deferre,L'étoile du Nord,Strange Affair,La veuve Couderc
nm0001890,4.7,43,43,Luis Llosa,Crime Zone,The Specialist,Anaconda
nm0001900,4.8,146,730,Anthony Maharaj,Not Another Mistake,The Fighter,Future Hunters
nm0001901,6.9,912,72969,Caleb Deschanel,The Passion of the Christ,Being There,The Right Stuff
nm0001928,6.6,3028,1217576,Philip Kaufman,The Unbearable Lightness of Being,Invasion of the Body Snatchers,The Right Stuff
nm0001929,5.5,538,12375,Sam Weisman,D2: The Mighty Ducks,Being There,George of the Jungle
nm0001945,6.7,6529,1194982,Fred Schepisi,Roxanne,Six Degrees of Separation,The Eye of the Storm
nm0001949,6.5,365,3285,Franco Prosperi,Goodbye Uncle Tom,Wild beasts - Belve feroci,Mondo cane
nm0001960,6.4,137,137,Gualtiero Jacopetti,Women of the World,Goodbye Uncle Tom,Mondo cane
nm0001962,6.0,498,6982,Mark Pirro,Rage of Innocence,The God Complex,Deathrow Gameshow
nm0001970,5.8,118,946,Tommy Wirkola,Dead Snow 2: Red vs. Dead,Hansel & Gretel: Witch Hunters,What Happened to Monday
nm0001988,7.1,51642,1807471,Jeff Jensen,The Running Man,Total Recall,Speed
nm0001994,6.2,42670,5547224,Ronnie Rondell Jr.,Demolition Man,They Live,Speed
nm0002002,6.5,68,68,John Stockwell,Blue Crush,Into the Blue,Top Gun
nm0002006,6.3,2181,4362,Billy Weber,48 Hrs.,The Tree of Life,Top Gun
nm0002010,5.7,1220,12200,Jon Else,Sing Faster: The Stagehands' Ring Cycle,The Island President,Top Gun
nm0002015,8.5,6,6,Fisher Stevens,Super Mario Bros.,Short Circuit,Awake
nm0002017,4.4,64,512,John Badham,Nick of Time,Short Circuit,Saturday Night Fever
nm0002020,7.1,6970,1847305,Greg Manwaring,The Lion King,Pocahontas,Who Framed Roger Rabbit
nm0002021,7.3,4540,81720,Matt Clark,The Adventures of Buckaroo Banzai Across the 8th Dimension,Jeremiah Johnson,The Outlaw Josey Wales
nm0002030,7.0,34058,33104403,Yuen Chor,"Sun, Moon and Star: Part 2",Xue er,Full Moon Scimitar
nm0002031,6.7,14337,21807625,Chuck Jones,The Bugs Bunny/Road-Runner Movie,Gremlins,Innerspace
nm0002041,5.7,50677,1925741,David Oliver Pfeil,Footloose,9 to 5,Innerspace
